CustomerID,LastTransactionDate,LastTransactionDays,Complaints,Products,Exited
1801887,2025-11-06,5,1,3,0
1496417,2025-10-20,22,0,1,1
2360873,2025-10-15,27,1,3,1
7443530,2025-11-05,6,1,3,0
6157761,2025-09-30,42,1,3,0
7266724,2025-10-17,25,3,3,0
1041124,2025-10-30,12,1,2,0
1177973,2025-11-06,5,0,3,0
7831237,2025-10-08,34,0,3,0
5991670,2025-10-10,32,1,2,0
8289184,2025-11-08,3,0,4,0
6809667,2025-11-05,6,0,2,1
4490893,2025-10-06,36,1,4,0
1596536,2025-10-21,21,0,2,1
6081909,2025-11-07,4,2,2,1
9083169,2025-11-01,10,0,4,0
6335538,2025-09-20,52,1,3,0
4970389,2025-11-01,10,0,4,0
1049090,2025-11-09,2,1,1,0
8657295,2025-11-08,3,1,1,1
9376517,2025-10-20,22,1,1,0
1218915,2025-09-29,43,1,3,0
6122070,2025-10-09,33,4,2,0
9246858,2025-10-02,40,1,1,1
8897303,2025-11-08,3,1,1,0
7679086,2025-11-03,8,2,2,0
7123638,2025-10-26,16,0,1,0
4895703,2025-11-10,1,1,1,0
9006238,2025-11-02,9,0,2,0
3312348,2025-09-29,43,1,3,0
3634898,2025-10-30,12,0,2,0
1618616,2025-10-14,28,1,4,0
3160840,2025-09-04,68,0,1,0
3668218,2025-09-02,70,1,3,0
3215285,2025-10-16,26,3,2,0
4873048,2025-11-10,1,1,2,0
1066761,2025-11-10,1,1,2,0
6504835,2025-10-31,11,0,4,0
4997769,2025-11-02,9,1,4,0
1976011,2025-11-10,1,2,3,0
2696558,2025-11-08,3,0,2,0
5750311,2025-11-01,10,1,1,0
3662096,2025-11-07,4,0,2,1
1652750,2025-10-19,23,1,1,0
7403981,2025-11-09,2,0,3,0
2941067,2025-10-29,13,0,3,1
8196156,2025-11-08,3,2,4,1
6857100,2025-09-25,47,4,3,0
7512123,2025-10-24,18,1,3,0
7258005,2025-10-05,37,1,1,0
3575113,2025-10-27,15,1,1,0
8967366,2025-11-06,5,0,2,0
2568294,2025-11-09,2,0,4,0
4614629,2025-10-19,23,1,4,1
2856970,2025-11-10,1,3,2,0
8075119,2025-09-14,58,1,1,0
4554574,2025-11-02,9,0,3,0
5652581,2025-11-05,6,1,1,0
4662502,2025-11-10,1,1,3,0
3568138,2025-11-04,7,2,1,0
6803699,2025-10-16,26,1,1,0
4591998,2025-11-09,2,0,4,0
8646150,2025-10-03,39,0,1,0
3577419,2025-11-09,2,1,1,0
7984278,2025-10-19,23,0,1,0
3444640,2025-10-18,24,2,4,0
2425573,2025-10-29,13,1,1,0
8693178,2025-10-25,17,0,4,0
1561730,2025-09-14,58,2,4,1
5668612,2025-10-23,19,1,1,0
2771530,2025-11-06,5,0,2,0
9396932,2025-10-25,17,1,3,0
7549911,2025-10-26,16,0,1,1
8016240,2025-10-23,19,0,1,0
4375656,2025-10-04,38,0,1,0
5249079,2025-11-09,2,0,1,0
5665958,2025-10-18,24,0,1,0
3526424,2025-11-04,7,1,2,0
6942881,2025-11-10,1,1,1,0
8991573,2025-11-07,4,1,1,0
9836608,2025-10-07,35,1,2,0
4211810,2025-11-07,4,1,2,0
2716385,2025-10-29,13,2,4,0
2943959,2025-11-05,6,1,1,0
8467473,2025-10-16,26,0,1,1
6866127,2025-10-23,19,1,3,0
7537721,2025-11-06,5,1,2,0
8253692,2025-11-03,8,0,4,0
7285855,2025-08-27,76,2,2,0
3630347,2025-11-07,4,1,2,0
3212494,2025-11-01,10,1,1,0
6421039,2025-11-04,7,0,3,0
3943153,2025-10-21,21,3,1,1
3764208,2025-10-30,12,0,1,0
9581565,2025-10-16,26,0,2,1
6062762,2025-10-27,15,1,4,1
3710150,2025-11-08,3,3,4,0
3743503,2025-09-29,43,2,3,0
2743936,2025-10-25,17,0,2,0
7912291,2025-10-19,23,1,1,0
3476359,2025-10-28,14,2,1,1
1914915,2025-11-10,1,0,3,0
6128067,2025-11-01,10,0,4,0
7814625,2025-10-19,23,1,3,0
2706848,2025-10-06,36,5,2,0
3047597,2025-10-21,21,1,2,0
9750166,2025-11-03,8,2,3,0
1012875,2025-10-20,22,0,1,0
6398687,2025-10-25,17,0,1,0
1693882,2025-11-09,2,1,1,1
5366916,2025-10-20,22,1,4,0
8647571,2025-10-11,31,1,3,1
5264327,2025-10-31,11,0,4,0
5119010,2025-11-04,7,1,2,0
8384854,2025-08-11,92,0,1,0
3245693,2025-10-21,21,2,1,1
8426315,2025-11-07,4,0,2,1
3394987,2025-10-08,34,0,3,0
8531086,2025-11-05,6,1,1,0
5547983,2025-10-12,30,1,1,0
5800645,2025-11-08,3,0,3,0
8697468,2025-11-06,5,0,4,0
7289976,2025-11-03,8,0,2,0
4006796,2025-10-11,31,4,3,0
8661860,2025-11-07,4,1,1,0
8568026,2025-11-07,4,2,2,0
3578392,2025-10-20,22,1,2,1
3618678,2025-10-31,11,1,1,0
2861042,2025-11-03,8,0,4,0
5596912,2025-11-09,2,1,4,0
8238883,2025-09-25,47,2,2,0
5997959,2025-11-09,2,1,4,0
8914153,2025-09-21,51,1,3,1
3204994,2025-11-08,3,0,1,0
3804480,2025-10-19,23,0,4,0
1677673,2025-09-30,42,0,1,1
8085574,2025-10-31,11,4,1,1
7287651,2025-11-04,7,1,1,0
1609750,2025-10-28,14,2,4,1
5020097,2025-11-04,7,1,2,0
5677772,2025-10-04,38,1,1,0
6137859,2025-11-07,4,1,3,0
7361441,2025-10-21,21,0,1,0
8676270,2025-10-31,11,2,3,0
8525250,2025-10-23,19,2,1,0
9430042,2025-10-25,17,0,4,0
1255253,2025-10-01,41,0,4,0
4916578,2025-10-14,28,1,2,1
1160172,2025-10-22,20,1,4,0
8816320,2025-10-24,18,0,3,0
8956980,2025-10-23,19,1,4,0
6213510,2025-11-02,9,2,1,0
3150448,2025-11-09,2,1,3,0
5586286,2025-11-01,10,1,3,0
6091084,2025-11-05,6,0,4,0
7750212,2025-11-10,1,1,2,1
7405074,2025-11-10,1,1,2,0
5281505,2025-09-14,58,0,3,0
7653978,2025-11-05,6,1,2,0
1120904,2025-11-10,1,2,1,0
7522388,2025-10-23,19,2,4,0
1059140,2025-11-09,2,2,2,0
3174078,2025-10-30,12,2,3,0
8159273,2025-11-06,5,1,2,0
9475368,2025-11-02,9,0,4,0
5535539,2025-10-19,23,1,1,0
9906281,2025-11-09,2,1,1,0
5875911,2025-10-29,13,1,2,1
5008806,2025-10-15,27,1,1,0
3413650,2025-10-05,37,1,3,0
1211170,2025-11-05,6,1,3,1
6053967,2025-10-15,27,1,1,0
1704881,2025-11-06,5,0,1,0
4624863,2025-10-29,13,1,1,1
7311564,2025-11-10,1,1,1,0
4365817,2025-10-25,17,3,1,0
8125195,2025-10-31,11,1,3,0
3796504,2025-11-03,8,0,1,0
1970945,2025-10-20,22,1,4,0
9125281,2025-10-26,16,1,1,0
8907883,2025-11-06,5,0,3,1
7820763,2025-10-31,11,2,2,0
4136468,2025-10-31,11,0,4,0
7279256,2025-10-16,26,0,4,0
6006266,2025-11-10,1,1,3,0
6837645,2025-10-19,23,2,2,0
7018603,2025-10-19,23,0,2,0
4016189,2025-10-03,39,3,2,0
1072359,2025-10-27,15,0,2,1
9607175,2025-11-02,9,0,2,0
6662998,2025-11-04,7,1,1,0
1549915,2025-10-28,14,0,2,0
1677931,2025-10-10,32,1,1,0
1021751,2025-11-05,6,1,1,0
4370667,2025-11-09,2,1,1,1
3242107,2025-10-31,11,1,3,0
8779024,2025-10-28,14,0,1,0
1714473,2025-10-29,13,2,2,0
4987032,2025-11-04,7,1,2,0
2952892,2025-10-30,12,2,3,0
6703177,2025-11-07,4,1,3,0
3800206,2025-10-09,33,2,2,0
6062704,2025-11-05,6,2,3,0
2063673,2025-11-07,4,1,4,0
8638142,2025-11-04,7,0,4,0
8357710,2025-10-22,20,0,4,0
7449241,2025-10-07,35,1,2,0
5344276,2025-10-23,19,2,4,0
4378241,2025-11-10,1,1,2,0
1037838,2025-10-08,34,2,3,0
5045850,2025-11-10,1,2,2,0
7820522,2025-11-02,9,0,1,1
5994800,2025-10-31,11,0,3,0
5846202,2025-10-15,27,0,2,0
3260498,2025-10-10,32,0,2,1
2193171,2025-10-16,26,1,3,0
1695338,2025-11-06,5,1,4,0
4130669,2025-10-17,25,2,4,0
9562005,2025-11-04,7,0,1,0
5464843,2025-10-22,20,1,2,0
2147063,2025-10-17,25,0,2,0
2258078,2025-10-09,33,1,4,0
6321974,2025-10-05,37,0,4,0
5202849,2025-10-12,30,0,1,0
5461379,2025-10-14,28,2,2,1
6905887,2025-10-17,25,0,3,0
8670831,2025-09-30,42,2,4,1
7227262,2025-10-10,32,1,1,0
7916692,2025-11-02,9,1,1,0
1491767,2025-10-29,13,0,2,1
6655188,2025-10-19,23,1,1,0
8994218,2025-11-07,4,0,3,0
5945194,2025-11-10,1,1,1,0
6363526,2025-10-12,30,1,1,0
4180774,2025-11-07,4,1,1,1
4618854,2025-10-25,17,1,1,0
3971197,2025-11-01,10,0,4,0
2673055,2025-10-30,12,0,2,0
5217688,2025-10-25,17,0,2,0
9480768,2025-11-05,6,3,3,0
5843106,2025-10-28,14,1,3,0
3086254,2025-11-04,7,0,3,0
2019436,2025-10-30,12,0,2,0
4965588,2025-11-06,5,2,4,0
8326929,2025-10-30,12,0,4,0
3887150,2025-10-31,11,0,4,0
4798153,2025-10-07,35,2,1,0
8638648,2025-10-15,27,0,4,0
8315415,2025-11-07,4,1,1,0
5256668,2025-11-05,6,0,3,0
9957552,2025-11-05,6,2,3,1
2234178,2025-10-20,22,3,4,0
7473221,2025-08-18,85,0,2,0
4496384,2025-10-27,15,1,4,0
8263643,2025-11-06,5,3,4,0
9806212,2025-11-08,3,0,3,0
3038756,2025-09-17,55,3,4,1
9001594,2025-11-08,3,3,1,0
3103065,2025-11-02,9,1,4,1
7645474,2025-10-29,13,3,1,0
3887843,2025-09-11,61,1,4,0
4376194,2025-10-17,25,2,2,0
9226935,2025-10-21,21,0,3,0
5138811,2025-10-30,12,1,2,0
9786257,2025-10-27,15,2,1,0
4607377,2025-10-18,24,1,4,0
8816012,2025-11-03,8,1,3,0
4461141,2025-10-23,19,1,2,0
3238696,2025-09-30,42,0,4,0
3829068,2025-10-14,28,1,4,0
7512857,2025-10-26,16,0,4,1
5737416,2025-10-31,11,2,2,0
5613716,2025-11-08,3,2,4,0
3120955,2025-10-13,29,0,2,0
4452084,2025-09-13,59,0,1,1
8561104,2025-09-30,42,0,1,0
2359175,2025-11-03,8,1,4,0
5722906,2025-10-17,25,1,1,1
1437718,2025-11-06,5,0,3,0
8113100,2025-11-04,7,0,4,0
9388629,2025-11-08,3,2,3,1
2017437,2025-11-10,1,0,4,0
3209705,2025-10-17,25,1,1,0
3382953,2025-10-23,19,2,3,0
6868377,2025-10-01,41,2,1,0
4918674,2025-10-29,13,0,3,0
9306310,2025-11-10,1,0,4,0
6849754,2025-10-07,35,1,4,0
8075327,2025-11-03,8,0,1,1
4377833,2025-09-18,54,4,2,1
1843858,2025-10-16,26,1,3,0
9514508,2025-11-09,2,0,4,0
4093545,2025-09-21,51,1,4,0
1602772,2025-10-23,19,0,1,0
3016617,2025-11-05,6,2,4,0
5792490,2025-09-26,46,0,3,0
6507504,2025-10-22,20,1,2,0
7436477,2025-10-31,11,1,2,0
6961312,2025-10-13,29,2,4,0
7753731,2025-10-27,15,1,2,0
3034433,2025-11-09,2,0,3,0
6411826,2025-10-07,35,2,1,0
8063480,2025-10-21,21,0,1,0
2517266,2025-11-06,5,0,2,0
2127840,2025-11-10,1,1,3,0
6747839,2025-10-27,15,0,1,0
1794122,2025-09-21,51,1,1,0
2024071,2025-11-06,5,0,4,1
7992153,2025-11-09,2,1,2,1
4958567,2025-10-27,15,1,1,0
9707078,2025-10-30,12,0,2,0
6944169,2025-08-20,83,0,2,0
5612320,2025-11-06,5,2,3,0
2401192,2025-11-02,9,3,4,1
5805278,2025-11-08,3,1,2,0
3779883,2025-10-30,12,0,1,0
6245806,2025-10-10,32,1,1,0
9979194,2025-09-30,42,0,1,0
7289410,2025-10-03,39,0,2,0
5793184,2025-10-27,15,0,1,0
3337127,2025-10-18,24,2,4,1
8333434,2025-10-29,13,0,3,0
8514555,2025-10-24,18,1,4,1
2113886,2025-10-07,35,2,2,1
7518669,2025-11-10,1,0,2,0
9902724,2025-11-06,5,0,2,0
5541350,2025-09-24,48,0,4,0
5665598,2025-10-26,16,3,4,0
1942952,2025-11-10,1,0,4,0
3849499,2025-11-06,5,1,4,0
7788144,2025-11-04,7,1,4,0
9125825,2025-11-09,2,0,3,0
3236497,2025-11-10,1,0,1,0
9550289,2025-09-24,48,1,1,0
6863846,2025-10-13,29,1,2,0
7054244,2025-11-01,10,0,4,1
5854371,2025-10-20,22,1,1,0
6085809,2025-10-31,11,0,2,0
4558554,2025-11-01,10,3,3,0
3036905,2025-11-05,6,0,4,0
9742792,2025-09-26,46,0,3,0
6651687,2025-11-09,2,2,4,1
9236443,2025-10-01,41,2,2,1
3668619,2025-11-07,4,0,4,0
6061582,2025-10-18,24,1,3,0
2460654,2025-11-03,8,1,4,0
6511265,2025-10-30,12,0,1,0
7152989,2025-10-07,35,1,1,1
8117334,2025-10-19,23,1,4,0
9395152,2025-11-10,1,2,2,0
9298399,2025-10-16,26,2,3,1
6622565,2025-09-28,44,1,4,0
5040154,2025-11-04,7,0,2,0
9832308,2025-10-22,20,1,2,0
4909916,2025-10-03,39,1,4,1
7125138,2025-10-05,37,2,1,0
6331858,2025-09-30,42,1,4,0
9409098,2025-10-10,32,2,2,0
9197304,2025-11-06,5,2,4,1
8516280,2025-11-10,1,0,1,1
7310291,2025-11-10,1,3,1,0
1070674,2025-11-07,4,2,4,0
8838000,2025-11-10,1,1,2,1
8167754,2025-11-10,1,1,1,0
8275308,2025-10-27,15,1,1,1
9532249,2025-10-12,30,0,1,0
3500329,2025-10-28,14,1,3,0
3701343,2025-10-04,38,1,4,0
2786413,2025-10-18,24,2,4,0
7626970,2025-11-06,5,1,2,0
4179245,2025-11-09,2,3,4,0
3633112,2025-10-12,30,2,2,1
2897898,2025-10-12,30,0,3,0
4714489,2025-10-31,11,0,2,0
1872836,2025-11-03,8,1,4,0
2950968,2025-11-01,10,1,1,0
1063260,2025-10-17,25,0,2,0
2890732,2025-10-07,35,0,2,1
6888576,2025-10-25,17,5,4,1
1437193,2025-10-01,41,1,4,0
4619638,2025-11-09,2,1,1,0
2849811,2025-11-09,2,1,4,0
6046258,2025-11-09,2,0,2,1
9598716,2025-10-30,12,2,3,0
6170503,2025-10-05,37,2,3,0
9349312,2025-10-21,21,0,3,1
2246159,2025-11-04,7,0,2,0
2933524,2025-11-05,6,0,3,0
5302365,2025-11-08,3,3,1,0
9529974,2025-11-09,2,4,3,0
2530369,2025-11-08,3,1,4,0
6714958,2025-10-20,22,1,1,1
2432916,2025-10-27,15,0,4,1
2217990,2025-10-28,14,4,3,0
5948553,2025-10-05,37,1,4,0
8347328,2025-10-12,30,1,1,0
5672604,2025-11-02,9,1,3,0
6071249,2025-10-07,35,1,4,0
1116373,2025-11-04,7,1,4,1
2448580,2025-08-26,77,2,3,0
6831272,2025-11-08,3,0,3,0
6509813,2025-11-07,4,1,3,1
2773253,2025-10-25,17,0,4,0
5574350,2025-11-10,1,3,1,1
9655266,2025-10-15,27,2,2,0
1096799,2025-10-31,11,1,1,0
2485606,2025-10-18,24,0,4,0
4085464,2025-10-24,18,2,1,0
6062210,2025-10-27,15,0,3,1
8479025,2025-10-29,13,3,2,0
8214760,2025-10-04,38,2,4,0
4139697,2025-10-12,30,0,1,0
3000100,2025-11-04,7,1,4,0
1217058,2025-09-19,53,0,4,0
8209635,2025-10-15,27,0,4,0
1108667,2025-11-04,7,1,3,0
8334088,2025-11-04,7,0,1,0
3971075,2025-10-26,16,1,1,0
5758699,2025-11-02,9,1,4,0
9697453,2025-10-21,21,0,1,1
4623356,2025-11-06,5,1,3,0
4661389,2025-10-31,11,3,3,1
8278338,2025-09-16,56,2,4,0
6867440,2025-11-06,5,0,1,0
4546744,2025-10-18,24,0,3,0
4080340,2025-10-31,11,2,3,0
7923592,2025-10-12,30,2,3,1
5216860,2025-10-31,11,0,1,0
6800551,2025-11-05,6,0,3,0
3888960,2025-10-21,21,0,4,0
8069672,2025-10-28,14,0,2,0
1421055,2025-11-01,10,3,3,0
8979930,2025-11-03,8,0,2,0
4967301,2025-10-29,13,0,2,0
9301242,2025-10-05,37,0,3,0
1549980,2025-11-04,7,1,1,0
9730056,2025-10-21,21,0,4,0
2825943,2025-11-07,4,0,3,0
4886378,2025-11-06,5,1,4,0
6380573,2025-09-25,47,2,1,1
9854827,2025-11-09,2,2,1,0
7282818,2025-10-21,21,0,3,0
7474083,2025-11-05,6,2,3,1
7036535,2025-11-08,3,0,3,1
2688082,2025-10-31,11,1,3,1
9044794,2025-11-03,8,3,1,0
4902797,2025-11-07,4,1,3,0
5817774,2025-11-01,10,2,1,0
5876214,2025-11-10,1,0,2,0
3858723,2025-11-09,2,1,3,0
6540272,2025-10-28,14,0,1,0
7288150,2025-10-29,13,3,1,0
8263947,2025-10-08,34,2,1,1
4788323,2025-11-09,2,0,4,0
1199416,2025-11-10,1,0,4,1
2426539,2025-11-01,10,2,1,1
4249543,2025-10-21,21,2,1,0
1005066,2025-10-30,12,2,1,0
2107004,2025-11-06,5,0,2,0
2201821,2025-10-21,21,1,3,0
6715839,2025-09-13,59,3,2,0
3660868,2025-10-30,12,0,3,0
8522177,2025-11-03,8,1,4,1
7494891,2025-10-23,19,0,4,0
3498727,2025-10-22,20,0,3,0
2883088,2025-10-19,23,0,3,0
2262843,2025-11-07,4,2,4,0
6113425,2025-10-26,16,4,4,0
8331707,2025-11-08,3,0,1,0
2019600,2025-10-16,26,0,2,0
8228813,2025-11-04,7,0,3,0
4421359,2025-09-08,64,1,4,1
4405263,2025-10-12,30,1,1,0
4606607,2025-11-06,5,2,3,0
8093692,2025-11-07,4,4,4,0
8835914,2025-10-31,11,1,1,0
5441099,2025-11-08,3,1,1,0
1683296,2025-11-06,5,2,3,0
